,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,周边配套,权属抵押,交通出行,小区介绍,税费解析,户型介绍,售房详情,房源核验码,查询房管备案记录,适宜人群,别墅类型,装修描述,用水类型,用电类型,燃气价格
325,梅公园旁，户型方正，BRT沿线，价格实惠，采光好,280万,20741,天宁区茶山,香梅花园,3室2厅1厨2卫,中楼层 (共11层),135㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2020-09-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,红梅公园旁，户型方正，BRT沿线，价格实惠，采光好,有红梅公园和东坡公园，儿童医院，常州中医院，医院大润发购物*市，,,BRT延线，B12，B2以及多条公交线路直达市区，还有在建的地铁2号线,本小区植被丰富，24小时封闭式管理，自带儿童游乐园和老年人活动室,,,,,,,,,,,
326,地铁口 东坡红梅公园旁五角场西村2室价可谈,45万,7538,天宁区茶山,五角场西村,2室1厅1厨1卫,高楼层 (共5层),59.7㎡,平层,暂无数据,板塔结合,南,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-11-05,商品房,2019-06-11,普通住宅,暂无数据,共有,无抵押,已上传房本照片,地铁口 东坡公园 红梅公园旁 配套齐全 采光好 生活方便,小区边上有精品水果店以及多种美食店，离小区700米是东坡公园，1000米有常州儿童医院，距小区北门300米是小东门商场，配套设施一应俱全。,,小区门口有共享单车停车点，小区西南门150米就有公交站台，还有地铁2号线，交通十分便利,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是唯 一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,
327,60万精装大4房，楼层好，2个大阳台，急售，随时看房,260万,18182,天宁区茶山,华润国际二期华润湾公园,4室2厅1厨2卫,中楼层 (共30层),143㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-12,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 180万元,未上传房本照片,60万精装大4房，楼层好，2个大阳台，急售，随时看房,,,,小区生活设施齐，商场、菜市场、银行等，交通便捷 2.小区内有健身器材，小型篮球场，可供小区居民使用 3.小区内停车位充足，建有地下停车场，人车分流。地上有会客停车位,费解析 契税：1.首套90平以下1%2.首套90平以上1.5% 3.二套90平以下1%4.二套90平以上2% 5.三套 都是 3%增值税：产权满两年免征 产权不满两年 征收比例为5.3%个人所得税：产证满五唯一免 征其他统一1%,户型周正，格局分布合理，空间感好，通透性 强居住舒适 2.楼层佳，南北朝向，视野开阔，采光通透3.小区环境优美，绿化覆盖面积多，干净整洁，内有健身器材和小型娱乐设施。物业服务态度好。 税费解析,,,,,,,,,
328,华润凯旋门二期精装三房随时看房,238万,19776,天宁区茶山,华润凯旋门二期,3室2厅1厨2卫,中楼层 (共28层),120.35㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,有,暂无数据,2023-10-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,户型方正 精装大三房 诚心出售 看房方便。,小区配套综合体华润万象及富强菜场、银行、便利店等生活配套设施；距离南大街约3公里、武进万达约1.5公里；距离常州三院2公里、常州二院2.5公里。,,,小区是华润五期，建于2018年，共建7栋；绿化30%，容积2.1；小区人车分流，停车位充足；华润物业，物业费1.6元；小区自带休闲走廊、儿童游乐区等,首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权 额征收5.3% 个人所得税：不满5年或不唯一征1%,,,,,,,,,,
329,天鹅湖中高楼层，满五唯一，3房2卫总价低,156万,12439,天宁区茶山,天鹅湖花园,3室2厅1厨2卫,高楼层 (共28层),125.42㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有,暂无数据,2023-11-03,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 50万元 业主自还,未上传房本照片,天鹅湖中高楼层，户型格局方正，3房2卫总价低,丽华第三幼儿园，丽华综合市场，丽华大润发，饭店围绕，银行交通银行，中国工商银行，中国工商银行，邮政储蓄，绿地公园。,,,高成天鹅湖位于常州中吴大道与丽华北路交汇处，集精品住宅丶别墅丶大型主题消费Mall于一体的52万㎡大型人文社区。天鹅湖抢占城市地段：与12.5万平米生态湿地蔷薇公园自然相连，驱车前往市中，6条公交线路贯穿全城。 高成天鹅湖完善规划。,此房满五唯一。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％，满五唯一不交个税,,,,,,,,,,
330,天鹅湖新精装 三朝南 别墅后全明户型,202万,15005,天宁区茶山,天鹅湖花园,3室2厅1厨2卫,低楼层 (共33层),134.63㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-11-01,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 50万元 业主自还,未上传房本照片,该房为全明户型，通风佳，空气对流，采光好，明厨明卫，,小区为成熟社区，综合市场，大卖场，医院，银行交通银行，中国工商银行，中国工商银行等生活配套设施齐全,,,,税费解析：此房满二，故个税是1%。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％。,,,,,本房为业主婚房，基本未住，保养好，小区人车分流，环境优美，居住体验好,,,,,
331,华润凯旋门二期精装三房随时看房,238万,19776,天宁区茶山,华润凯旋门二期,3室2厅1厨2卫,中楼层 (共28层),120.35㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,有,暂无数据,2023-10-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,户型方正 精装大三房 诚心出售 看房方便。,小区配套综合体华润万象及富强菜场、银行、便利店等生活配套设施；距离南大街约3公里、武进万达约1.5公里；距离常州三院2公里、常州二院2.5公里。,,,小区是华润五期，建于2018年，共建7栋；绿化30%，容积2.1；小区人车分流，停车位充足；华润物业，物业费1.6元；小区自带休闲走廊、儿童游乐区等,首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权 额征收5.3% 个人所得税：不满5年或不唯一征1%,,,,,,,,,,
332,桃园公寓 24中空置 装修干净清爽拎包即住,350万,26839,天宁区茶山,桃园公寓,3室3厅1厨2卫,中楼层 (共5层),130.41㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,2023-11-03,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此方便房户型方正，采光无遮挡，看房,,,双地铁口，小区门口就有共享单车停放点，100米处就有公交站台，可以乘坐220，903，B2，25路等等，交通方便,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,
333,华润旁两房精装，随时可看，诚心出售,65万,9268,天宁区茶山,丽华三村南开小区,2室1厅1厨1卫,中楼层 (共6层),70.14㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-05,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,房型方正，明厨明卫采光好，通透敞亮，视野好。,兰陵大润发，丽华大润发，凤凰公园，连锁酒店，湿地公园，各大银行，各类小吃美食一应，还有在建的华润万象城，通车的一号线地铁。,,,1小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健身器材，小型篮球场，可供小区居民使用。 3：小区停车位充足,契税：首套房，90平米以下成交价的1%，90平米以上成交价的1.5%；二套房90平米以上的成交价的2%。2 增值税:产证满2年免收增值税。3 个税：产证满5年而且是唯一一套住房，免收个税,,,,,,,,,,
334,天鹅湖丽华二村诺诚高第旁丽华三村一楼精装房出售,58万,13489,天宁区茶山,丽华三村,2室1厅1厨1卫,低楼层 (共6层),43㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-04,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,大润发旁丽华三村 南北通风 一楼有院子。,丽华综合市场，大润发卖场，弘阳广场，德安医院，丽华医院，交通方便，中国工商银行，中国工商银行，邮政储蓄。,,小区门口共享单车出行，六路十路公交车直达市区武进湖塘，向西八百米常州南北主干道,,税费解析：此房满二，故个税是1%。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％。,格局分布合理，空间感好，通透性强，居住舒适，每个房间都有窗户，朝向南北，视野开阔，采光透亮。,,,,,,,,,
335,总高5层，所在中层，两个卧室朝南，诚心卖,59万,9500,天宁区茶山,丽华一村,2室1厅1厨1卫,中楼层 (共5层),62.11㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-11-16,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,中低楼层，采光好 ，配套全，房东诚心出售。,生活比较方便，旁上配套也很齐全，大润发，老年人活动区，孩子玩耍区均比较齐全。丽华菜场等也比较齐全、离着中吴大道比较近，出行很是便捷,,,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,多余房产出售，产权清晰。房东对付款无要求，按照正常首付就可以。,,,,,,,,
336,清凉新村 明厨明卫 采光好交通便利 诚心出售,53万,8156,天宁区茶山,清凉新村,2室1厅1厨1卫,中楼层 (共6层),64.99㎡,平层,暂无数据,板楼,南,砖木结构,简装,暂无数据,暂无数据,暂无数据,2023-09-28,商品房,2004-10-26,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,清凉新村 明厨明卫 采光好交通便利 诚心出售,位于茶山成熟商圈，配套齐全，银行，医院，饭店，小吃，吃喝玩乐都全。,,,小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.3％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%。,,,,,,,,,,
337,新上房源！南开小区，配套成熟，随时看房！,66万,9410,天宁区茶山,丽华三村南开小区,2室2厅2厨1卫,高楼层 (共6层),70.14㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-06-26,商品房,2019-12-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,格局好，采光好，户型方正 ，配套全，交通便利,华润万象城，九州大润发，兰陵大润发，丽华大润发，凤凰公园，连锁酒店，蔷薇湿地公园，各大银行，各类小吃美食一应,,,,契税：首套房，90平米以下成交价的1%，90平米以上成交价的1.5%；二套房90平米以上的成交价的2%。2 增值税:产证满2年免收增值税。3 个税：产证满5年而且是唯一一套住房，免收个税,型周正，格局分布合理，空间感好，通透性强，居住舒适，每个房间都有窗户，楼层佳，朝向南北，视野开阔，采光透亮,,,,,,,,,
338,地铁口，楼层好，诚心出售，配套齐全，出行方便。,42万,7778,天宁区茶山,清凉新村,2室1厅1厨1卫,中楼层 (共7层),54㎡,平层,暂无数据,板塔结合,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-04-28,商品房,1995-06-08,普通住宅,暂无数据,共有,无抵押,已上传房本照片,地铁口，楼层好，诚心出售，配套齐全，出行方便。,,,,小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健身器材，已改造好，小区环境很好。,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%。",,此房产权清晰，业主诚心出售，看房方便，有多套住宅，卖房变现，有其他方面考虑。,,,,,,,,
