,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,税费解析,交通出行,房源核验码,查询房管备案记录,户型介绍,周边配套,适宜人群,装修描述,权属抵押,别墅类型,售房详情
138,新瑞金苑 次新住宅 远离铁路 人车分流 有钥匙随时可看,120万,12122,钟楼区新闸,新瑞金苑,3室2厅1厨1卫,低楼层 (共18层),99㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-06-01,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,本小区为新交付次新小区，人车分流，车位充足，景瑞物业服务好,,"1.税费信息
A.首套 90平以下1%
B.首套90平以上1.5%
C.二套90平以下1%
D.二套90平以上2%
E.三套或以上3%

2.增值税：满2年免征，不满2年全额征收5.6%

3.个人所得税：不满5年征1%，满5且家庭 住房，省个税",,,,,,,此房目前为纯毛坯状态，未出租过，干净整洁，后期可根据自身喜好装修,,,"售房原因：房东名下多套房产在售，准备置换精装交付大平层小区
房源详细：此房源所在楼栋为两梯四户，总高18层小高层"
139,户型方正采光充足交通便利配套齐全,119万,13876,钟楼区新闸,绿地世纪城A区,2室2厅1厨1卫,高楼层 (共11层),85.76㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2023-04-16,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,户型方正.采光充足，交通便利.配套齐全，,小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％",,,,,,,,,,业主现诚心出售，证件齐，看房方便，随时恭候，如看中房子，价格可谈
140,绿地世纪城三期 装修二十五万 标准大三房 诚心出售,110万,10174,钟楼区新闸,绿地世纪城A区,3室2厅1厨1卫,高楼层 (共33层),108.12㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-10-06,商品房,2017-11-29,普通住宅,暂无数据,共有,有抵押 45万元 业主自还,已上传房本照片,格局方正严谨，彰显大家风范；全明气派尊贵户型，室内阳光流..,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受。 论一位经纪人的自我修养，此房源值得推荐。,,,,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘
141,光明荷樾府毛坯三房两卫 楼层好,158万,12671,钟楼区新闸,光明荷樾府,3室2厅1厨2卫,中楼层 (共27层),124.7㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-07-06,商品房,2022-03-09,普通住宅,满两年,非共有,有抵押 120万元,已上传房本照片,青枫公园 客厅宽敞舒适，使用率高 ，朝南户型,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,,,,,户型 朝南舒适，全天采光。房型方正视野好。干湿分离 格局分明,成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切生活所需,,,,,
142,绿地世纪城。精装修 ，好楼层，,115万,13578,钟楼区新闸,绿地世纪城B区,3室2厅1厨1卫,高楼层 (共11层),84.7㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-10-10,商品房,2022-02-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,小高层 精装户型方正 中间楼层,绿地世纪城占地面积409亩，总建筑面积约76万平米，位于龙城大道、龙江路交汇处，飞龙居住区，距市政府道路距离约4公里。借助龙城快速干道、长江路可快速抵达市；社区内规划物业品类丰富，集中布置小高层、高层、联排别墅,,,,,,小区位置优越，到吾悦国际100米，到亚细亚50米，到地铁二号线站口200米，到莱蒙200米。,,,房子产权清晰，无抵押随时可签约过户交易，安心服务全程陪同，为您提供7大保障，守护您的房屋交易,,
143,房子诚心出售    环境好   ，随时可看,125万,11388,钟楼区新闸,绿地世纪城A区,2室2厅1厨2卫,中楼层 (共33层),109.77㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2021-07-18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,此房楼层好，视野宽阔，采光充足，配套实施齐全，交通便利,,房屋产权：房子为商品房。税费信息：满两年 省增值税。 首套房90M以下1％、90M以上 1.5 二套房90M以下1％、90M以上2 三套房不论面积统一3％,,,,,环境优美：小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利：公交车方向众多，外部道路宽阔，交通十分便利。 3.生活便利：小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松。,,,,,"：
业主卖房改善换房，随时看房，业主随时可以签约，接受贷款，诚心出售。"
144,新交付小区，低总价 双阳台 人车分流,130万,9334,钟楼区新闸,新瑞金苑,4室2厅1厨2卫,高楼层 (共26层),139.29㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-06-26,商品房,2023-06-13,普通住宅,未满两年,非共有,无抵押,已上传房本照片,房东名下多套房产在售，准备置换精装交付大平层小区 房源详细：此房源所在楼栋为两梯四户，总高18层小高层,,区配有2000平米的农贸综合市场，1900平米的潮市及其他连锁潮市，占地8000平米的幼儿园，及约20000平方米的商铺,,042494584017,本小区为新交付次新小区，人车分流，车位充足，景瑞物业服务好,,,,,,,1.税费信息 A.首套 90平以下1% B.首套90平以上1.5% C.二套90平以下1% D.二套90平以上2% E.三套或以上3% 2.增值税：满2年免征，不满2年全额征收5.6% 3.个人所得税：不满5年征1%，满5且家庭 住房，省个税
145,户型好 楼层好，视野好，配套设施完善，交通便利。,126万,14567,钟楼区新闸,绿地世纪城A区,3室2厅1厨1卫,中楼层 (共11层),86.5㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯两户,有,暂无数据,2021-10-11,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 25万元,未上传房本照片,此房满2年，户型好 楼层好，视野好，配套设施完善，交通便利。,配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 建有地上停车场和地下车库 保安：小区内24小时保安巡逻,1契税首套房90平以下 1%，90平以上1.5%二套房90平以下1%，90平以上2%三套房不论面积统一3%2税：满两年不论面积 全免不满二年 收全额的5.3%3个人所得税：满两年1%满五免个人所得税,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,,,,
146,绿地世纪城一期精装小三房前排视野无遮挡房东诚售,118万,13211,钟楼区新闸,绿地世纪城B区,3室2厅1厨1卫,低楼层 (共9层),89.32㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2021-09-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房楼层不高，前排，出行很方便，房东诚心卖,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,
147,不靠高架 中层大三房 南北通透 温馨舒适 采光好 诚售,162万,13323,钟楼区新闸,绿地世纪城c区,3室2厅1厨1卫,中楼层 (共33层),121.6㎡,平层,暂无数据,板塔结合,南 西 北,钢混结构,简装,两梯四户,有,暂无数据,2021-12-22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,不靠高架 中层大三房 南北通透 温馨舒适 采光好,小区环境优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利：公交车方向众多，外部道路宽阔，交通十分便利。 3.生活便利：小区内有，生活用品及买菜十分便利，生活轻松,90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1%,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,,,,
148,绿地世纪城 边户  采光 刺眼   楼层好,165万,12776,钟楼区新闸,绿地世纪城A区,3室2厅1厨2卫,中楼层 (共33层),129.15㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-02-02,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 30万元,未上传房本照片,满五唯一 中间楼层 采光好 配套完善 交通便利,1、小区边生活设施齐全、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,,,,,环境优美：小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利：公交车方向众多，外部道路宽阔，交通十分便利。 3.生活便利：小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松。,,,,,
149,绿地世纪城三期精装小三房高层视野好拎包住,118万,14151,钟楼区新闸,绿地世纪城A区,3室2厅1厨1卫,高楼层 (共33层),83.39㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-02-06,商品房,2023-02-09,普通住宅,未满两年,非共有,有抵押 80万元,已上传房本照片,此房高层，视野好，精装小三房，业主诚心出售,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,
150,前排无遮挡，采光充足，配套实施齐全，交通便利,138万,12489,钟楼区新闸,绿地世纪城A区,2室1厅1厨2卫,低楼层 (共27层),110.5㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-02-15,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,业主卖房改善换房，随时看房，业主随时可以签约，接受贷款，..,,房子为商品房。税费信息：满两年 省增值税。 首套房90M以下1％、90M以上 1.5 二套房90M以下1％、90M以上2 三套房不论面积统一3％,,,,,环境优美：小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利：公交车方向众多，外部道路宽阔，交通十分便利。 3.生活便利：小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松。,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 市 美食等 人文素养好，乐于助人，相处和谐,,,,
