,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,权属抵押,户型介绍,周边配套,小区介绍,适宜人群,装修描述,交通出行,房源核验码,查询房管备案记录,别墅类型,用水类型,用电类型,燃气价格
136,新北区 世茂香槟湖一期 二室二厅 精装   房东诚心出售,105万,12459,新北区恐龙园,世茂香槟湖一期,2室1厅1厨1卫,中楼层 (共32层),84.28㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2021-11-28,商品房,2017-07-10,普通住宅,暂无数据,非共有,有抵押 60万元 业主自还,已上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适。,,该房是纯商品房，已经满两年，没有高额的增值税，税费主要有：个税是1%、首套房契税是1.5%，二套是2%，三套及以上是3%。,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,该房屋是世茂小户型当中难得的南北通风的户型，目前房屋空置，全新装修，保养很好，楼层和采光都很好。,,,,,,,,,,,
137,九龙仓时代上院，小区东门出去就是恐龙园,179万,16747,新北区恐龙园,九龙仓时代上院,3室2厅1厨1卫,中楼层 (共26层),106.89㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-19,商品房,2023-11-19,普通住宅,未满两年,非共有,有抵押 40万元 公积金,已上传房本照片,三房，两年的装修，装修新，居住时间不多，房子保养好，前排,,"契税分析:首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,90平以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,契税发票满二已算，未满2年征收5.3%增值税。个税:产证满五年而且是家庭名下唯一住房,免收个税,",,,,小区2012年建造，小区有小高层和高层，有别墅，小区整体绿化不错，居住舒适感好，,改善和刚需都可以选择，三房户型，南北通透，前排视野采光好，交通便利，,,,,,,,,
138,九龙仓时代上院好房出售小区环境好交通方便,154万,17402,新北区恐龙园,九龙仓时代上院,3室2厅1厨1卫,中楼层 (共26层),88.5㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-09-22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房源户型方正，房东诚心出售可谈价，楼层光线好,业主现诚心出售，证件齐全，欢迎随时看房，随时恭候，房子无抵押,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，房子无抵押，过户全程陪同,,,,,,,,,,,,
139,恐龙园旁边世茂香槟湖三期，环境优美，价格美丽，边户,236万,14937,新北区恐龙园,世茂香槟湖三期,4室2厅1厨2卫,低楼层 (共33层),158㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-11-03,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,恐龙园旁边，世茂香槟湖三期，4房2厅2卫生间，边户，环境好,,,,小区环境优美，人车分流，三面采光通风，适合改善型人群，边户，出行方便,,,大4房，适合改善型客户买卖，三面通风，环境优美，边户，出行方便，,,出行方便，出门公交站台500米，多路公交车，菜市场，距离地铁站1000米，,,,,,,
140,恐龙园板块精装修  可拎包即住，，品牌家电,168万,14011,新北区恐龙园,香树湾福园,3室1厅1厨1卫,高楼层 (共16层),119.91㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-07-26,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 业主自还,未上传房本照片,"户型方正,视野宽阔,采光充足,配套设施齐全,交通便利",,,,,商场：环球港、迪诺水镇 恐龙园：华山医院、武进医院邮局：河海邮政支局银行：交通银行、建设银行、中国银行、,"建筑年代：2012年建成 建筑类型：塔楼,板塔结合 化 率：25% 容 积 率：1.30 物 业 费：0.45元/平米 物业办公地点：小区正门门口 小区入口：小区共2个大门，南门和北门，其中南门为正门",,,,,,,,,
141,世茂香槟湖四期 户型好 采光佳 房东诚心出售,230万,21236,新北区恐龙园,世茂香槟湖四期,3室2厅1厨1卫,高楼层 (共33层),108.31㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-02-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适。,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,生活设施齐 ，农贸菜场 商场 饮食近在咫尺 生活起居很方便。,,,,,,,,,,
142,精装空置，三房两卫，看房方便，诚心出售,264万,19978,新北区恐龙园,世茂香槟湖一期,3室1厅1厨2卫,高楼层 (共32层),132.15㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-10-24,商品房,2023-10-16,普通住宅,未满两年,共有,有抵押,已上传房本照片,该房屋三开间朝南，采光面充足，位置安静,,"首套房契税1.5%；二套房契税2%。三套及以上3%
个税1%",,世茂一期交付于2010年，该户型方正，三开间朝南阳台隐藏于次卧，窗外隐私性好,,,,,,,,,,,
143,世茂精装大3房采光好户型好中间楼层,180万,13621,新北区恐龙园,世茂香槟湖一期,3室1厅1厨2卫,中楼层 (共31层),132.15㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-05-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好",,"契税:A首套90平以下1%B首套90平以上1.5%C二套90平以下1%D二套90平以上
2%E三套都是3%增值税:满两年免征不满2年权额征收5.3%个人所得税:不满5
年征1%","该房屋还有少量贷款,可随时办理网签和交过户手续,安心交易。随时陪看陪签",,"小区地理位置佳,绿化好,居民素质高,有健身器材,活动场所,建有地上停车场和
地下停车库,停车位充足,二十四保安巡逻,菜场,商场,银行等配套设施齐
全,生活方便快捷,交通便利",,,,,,,,,,
144,世茂香槟湖一期精装大四房 户型方正 诚售随时看房,230万,14898,新北区恐龙园,世茂香槟湖一期,4室2厅1厨2卫,高楼层 (共31层),154.39㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2021-11-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,小区环境好 生活设施齐 银行 菜场 商场 饮食近在咫尺,业主人友好、热情，诚心出售。欢迎看房，随时恭候 成熟小区管理好,首套房90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以下1%，以上2%，三套房不论大小均为3%； 增值税分析：产证满2年免收增值税，未满2年征收5.3％；个税：产证满五年而且是唯一一套住房，免收个税，未满5年成交价的1%。,,,,小区是成熟社区，年轻人居多，人文环境好居民素质高，邻里相处融洽,,,,,,,,,
145,三开间朝南格局，通透户型，中高楼层，视野开阔,183万,14614,新北区恐龙园,世茂香槟湖一期,3室1厅1厨1卫,高楼层 (共31层),125.23㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2022-02-25,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 50万元 邮政银行,未上传房本照片,三开间朝南格局，通透户型，中高楼层，视野开阔,,首套房90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以下1%，以上2%，三套房不论大小均为3%； 增值税分析：产证满2年免收增值税，未满2年征收5.3％；个税：产证满五年而且是唯一一套住房，免收个税，未满5年成交价的1%,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,小区是成熟社区，年轻人居多，人文环境好居民素质高，邻里相处融洽,,,,,,,,,
146,房东诚售世茂四期毛坯四室，三开间朝南，户型房子,205万,14518,新北区恐龙园,世茂香槟湖四期,4室2厅1厨2卫,低楼层 (共33层),141.21㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2022-04-28,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,房子户型方正，三开间朝南，有钥匙，随时看,,此房不满五唯一，需交1个点个税，且不满90平，首套需交1个点契税，二套需交1.5个点契税，3套及以上3个点契税,,,小区紧靠紫荆公园，恐龙园，旁边就是东经120与在建的龙湖天街跟大型菜场，还有规划好的地铁6号线,小区一共4栋楼，人车分流，地理位置优越，环境优美，物业严谨，认真负责,,,,,,,,,
147,恐龙园旁 香树湾福园精装三房诚心出售 有钥匙看房方便,110万,11927,新北区恐龙园,香树湾福园,3室2厅1厨1卫,低楼层 (共16层),92.23㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2021-10-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适。,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,生活设施齐 ，农贸菜场 商场 饮食近在咫尺 生活起居很方便。,,,,,,,,,,
148,房东离常发展 诚心出售 保养好 采光好 楼层好  位置好,162万,16760,新北区恐龙园,世茂香槟湖三期,3室2厅1厨1卫,高楼层 (共31层),96.66㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-08-10,商品房,2017-08-15,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房精装，中间楼层，全天采光，保养好，诚心出售，随时看房,,首套房契税是1.5%，二套是2%，三套及以上是3%，首套房契税是1.5%，二套是2%，三套及以上是3%,,此房房型漂亮，户型方正，保养很好，主卧带飘窗和内卫。明厨明卫。,小区东在建大型菜场，北有世茂广场，各种生活配套完善，另有龙湖天街（在造）紧靠恐龙园（迪诺水镇）。南靠紫荆公园东经120金融圈。,,,,,,,,,,
149,龙湖星图 精装一室 38万 环境好,38万,11516,新北区恐龙园,龙湖星图,1室1厅1厨1卫,低楼层 (共31层),33㎡,平层,暂无数据,暂无数据,北,未知结构,精装,暂无数据,暂无数据,暂无数据,2022-08-12,商品房,2021-10-05,商住两用,暂无数据,共有,无抵押,已上传房本照片,视野好 全新装修 家具家电齐全 楼下就是龙湖天街,,,,新小区 环境好 物业好 楼下就是北城龙湖天街 恐龙园 环球港 一室一厅一卫,小区设施齐全、菜市场、银行、交通便捷，小区内有健身器材，小型篮球场，可供小区居民使用:小区内停车位充足，建有地上停车场和地下车库;小区内24小时保安巡逻。,小区物业管理好 绿化好 小区内有儿童游乐设施 龙湖天街就在楼下 恐龙园 环球港 新北万达,,,,,,,未知,未知,
150,龙湖星图 精装一室 38万 环境好,38万,11516,新北区恐龙园,龙湖星图,1室1厅1厨1卫,低楼层 (共31层),33㎡,平层,暂无数据,暂无数据,北,未知结构,精装,暂无数据,暂无数据,暂无数据,2022-08-12,商品房,2021-11-05,商住两用,暂无数据,共有,无抵押,已上传房本照片,视野好 全新装修 家具家电齐全 楼下就是龙湖天街,,,,新小区 环境好 物业好 楼下就是北城龙湖天街 恐龙园 环球港 一室一厅一卫,小区设施齐全、菜市场、银行、交通便捷，小区内有健身器材，小型篮球场，可供小区居民使用:小区内停车位充足，建有地上停车场和地下车库;小区内24小时保安巡逻。,小区物业管理好 绿化好 小区内有儿童游乐设施 龙湖天街就在楼下 恐龙园 环球港 新北万达,,,,,,,未知,未知,
151,龙湖星图 精装一室 38万 环境好,38万,11516,新北区恐龙园,龙湖星图,1室1厅1厨1卫,低楼层 (共31层),33㎡,平层,暂无数据,暂无数据,北,未知结构,精装,暂无数据,暂无数据,暂无数据,2022-08-12,商品房,2021-11-05,商住两用,暂无数据,非共有,无抵押,已上传房本照片,视野好 全新装修 家具家电齐全 楼下就是北城天街,,,,新小区 环境好 物业好 楼下就是北城龙湖天街 恐龙园 环球港 一室一厅一卫,小区设施齐全、菜市场、银行、交通便捷，小区内有健身器材，小型篮球场，可供小区居民使用:小区内停车位充足，建有地上停车场和地下车库;小区内24小时保安巡逻。,小区物业管理好 绿化好 小区内有儿童游乐设施 龙湖天街就在楼下 恐龙园 环球港 新北万达,,,,,,,未知,未知,
