,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,周边配套,房源核验码,查询房管备案记录,适宜人群,税费解析,权属抵押,交通出行,售房详情,装修描述,别墅类型,用水类型,用电类型
175,新出好房，推荐大家，户型3房2厅2卫，采光好。,154万,15015,钟楼区北港,梧桐香郡花园西区,3室2厅1厨2卫,低楼层 (共23层),102.57㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-10-25,商品房,2017-11-01,普通住宅,暂无数据,共有,有抵押,已上传房本照片,"1.次新小区，
2.宝龙广场配套，
3，商场齐全，",,3房2厅2卫，户型不错，采光好。绿化比较好，得房率高的小高层，物业管理不错。,宝龙广场，龙湖天街，菜场齐全！幼儿园，校区，商场，妇幼保健医院。,,,,,,,,房子精装修，拎包入住。家电家具齐全！空调都有的，适合自住可以参考。,,,
176,房子是精装修 房主自住婚装房 保养很好 拎包即住诚心,210万,19091,钟楼区北港,凯尔枫尚花园,3室2厅1厨1卫,高楼层 (共24层),110㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯三户,有,暂无数据,2021-06-19,商品房,2020-03-06,普通住宅,暂无数据,非共有,有抵押 客户偿还,已上传房本照片,房子是毛坯房好 保养的不错 全天采光 拎包可以住,,,小区的配套齐全 公园 好好 地铁都在家门口 好好好好 诚心出售,,,小区环境好 物业管理安保都是中房物管统一管理 人车分流 配套齐全,,,,,房子是毛坯房好 好好好好好好 保养很好 好好好好住诚心出售方便看房提前约,,,
177,青枫公园 地铁2号线小三房 业主诚心出售 看房提前预约,135万,11843,钟楼区北港,金玉苑,3室2厅1厨1卫,中楼层 (共6层),114㎡,平层,暂无数据,板楼,南 北,混合结构,精装,两梯两户,有,暂无数据,2022-06-29,商品房,2012-11-13,普通住宅,暂无数据,共有,无抵押,已上传房本照片,青枫公园 客厅宽敞舒适，使用率高 ，朝南户型,"小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐
楼层好，采光充足，配套齐全，三室二厅两卫。客厅带阳台，视野开阔",,,,,,1契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2增值税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五唯一免个人所得税,,,房东处理财产，诚心出售，价格可以再谈，欢迎看房，随时恭候，本公司经过层层筛选，房东委托挂牌，诚心出售，价格以房东为准。产权清晰，无任何经济纠纷，请放心考虑。,,,,
178,万水美兰城3-2-1-2 129.63m²,148万,11418,钟楼区北港,万水美兰城,3室2厅1厨2卫,低楼层 (共18层),129.63㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-07-27,商品房,2017-07-28,普通住宅,满五年,共有,有抵押,已上传房本照片,此房户型方正，三室两厅一厨两卫 中高楼层 采光充足 配套完,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,,,,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
179,梧桐香郡东区 3室2厅 南,148万,14992,钟楼区北港,梧桐香郡东区,3室2厅1厨2卫,高楼层 (共16层),98.72㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-03-25,商品房,2020-12-18,普通住宅,满两年,共有,有抵押,已上传房本照片,,,,,,,,,,,,,,,
180,带大院子晒被子晒鱼晒腊肉全天采光装修保养好,161万,12397,钟楼区北港,万水美兰城,3室2厅1厨2卫,低楼层 (共11层),129.88㎡,平层,112.95㎡,板塔结合,南,钢混结构,精装,一梯两户,有,暂无数据,2023-01-29,商品房,2015-10-27,普通住宅,暂无数据,共有,有抵押 100万元 客户偿还,已上传房本照片,小区北边有菜场和浴场，东边不*有宝龙商*综合体，南边j就是有妇产医院,,,18年房东花F35W自己用心装修瓷砖满铺全屋满铺地砖带院子采光好,042446728288,省税常州名下满五唯一装修30多万拎包入住南北通*,,,,,,小区东边有公交出行西边玉龙路也有公交附*，大家可以乘地铁2号线,,,
181,青枫公园宝龙国际花园四房两卫精装领包入住,189万,13510,钟楼区北港,宝龙国际花园二期,4室1厅1厨2卫,中楼层 (共32层),139.9㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-02-27,商品房,2021-05-16,普通住宅,暂无数据,非共有,有抵押 120万元 银行 客户偿还,已上传房本照片,卖点：卖点：：清枫公园 客厅宽敞舒适，使用率高 ，朝南户型,小区介绍：小区介绍：小区介绍：小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 市 美食等 人文素养好，乐于助人，相处和谐,,配套：配套：成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切生活所需,,,,"税费解析：税费解析：1、契税：首套房，成交价的1.5％, 二套房，成交价的2% 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证满5年，但非房主在本市唯一一套住房，故缴税成交价的1%。",,,,,,,
182,新上！宝龙旁梧桐香郡 精装修婚房，全天采光 看房方便,188万,18329,钟楼区北港,梧桐香郡花园西区,3室1厅1厨1卫,高楼层 (共23层),102.57㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-05-02,商品房,2021-01-11,普通住宅,暂无数据,共有,有抵押,已上传房本照片,全明格局三房，视野开阔，采光充足，交通便利,,采光充足，配套齐全，客厅带阳台，视野开阔，三室两厅一卫户型格局好,成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切生活所需,,,,1契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2增值税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五唯一免个人所得税,,,,,,,
183,美的旭辉，小高层，中高楼层，优质户型，全天采光无遮,250万,21986,钟楼区北港,美的旭辉天赋,3室2厅1厨2卫,中楼层 (共20层),113.71㎡,平层,暂无数据,板楼,南 北,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-05-27,商品房,2021-06-01,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房为业主精装出租房，目前出租，精装修，可以提前看，中高楼层,环境优美：小区安静优雅，绿化较好，带有休闲设施，周末可在小区花园游玩，十分有情调,采光无遮挡，低总价，此房户型方正，南北通风，光线良好，适合居住,居户型，大客厅，流畅的落地大阳台，全飘窗设计，宽敞舒适，采光优良，全日阳光满满，小区环境优雅，深厚的文化底蕴，方正格局，无任何浪费空间，房本产权清晰,,,,,,,,,,,
184,钟楼 龙湖旁 精装三房全朝南 采光全天 中楼层价格可谈,158万,17943,钟楼区北港,保利公园九里,3室2厅1厨1卫,中楼层 (共26层),88.06㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-06-09,商品房,2018-11-19,普通住宅,暂无数据,共有,有抵押 40万元,已上传房本照片,小区环境优美，舒适安静 适宜居住，出门即有公交菜场,,户型 朝南舒适，全天采光。房型方正视野好。干湿分离 格局分明,成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切生活所需,,,,,,距地铁2号线海棠站直线距离400米，52路、213路、551路、y1路公交，BRT有b23路，1公里内龙江路高架，交通便利。,,,,,
185,青枫公园旁地铁口青枫公馆花园精装3房 边户 全天采光,138万,12214,钟楼区北港,青枫公馆青枫花园,3室2厅1厨1卫,高楼层 (共26层),112.99㎡,平层,87㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-08-05,商品房,2010-12-30,普通住宅,满五年,共有,无抵押,已上传房本照片,精装拎包住，楼层好，位置好，前面没有遮挡，视线采光好,环境按照规划整理后，环境优美！1. 环境优美：小区安静优雅，绿化较好，带有休闲设施，周末可在小区花园游玩，十分有情调,,,,,,面积＜ 90平米1%，面积≥90平米1.5%；二套契税：面积＜ 90平米1%，面积≥90平米2%；三套契税：3%。个人所得税卖家满五唯一免征。,,,,客厅宽敞大方，明亮通透，采光效果好，视野宽阔，使用率高，舒适安静,,,
186,急售 妇幼旁雨润城 单价14000多 精装 拎包入住,155万,13462,钟楼区北港,雨润城,3室2厅1厨2卫,高楼层 (共32层),115.14㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2023-09-30,商品房,2020-03-03,普通住宅,暂无数据,共有,有抵押 52万元 客户偿还,已上传房本照片,户型方便，采光无遮挡，出行方便，配套齐全,环境优美：小区安静优雅，绿化较好，带有休闲设施，周末可在小区花园游玩，十分有情调。,,配套设施齐全完善，有银行，医院，邮局，各种餐馆，幼儿园，娱乐场所，公园很方便。,,,,,,,,业主自住，品牌装修保养的很好，拎包入住，合适一家三口或三代同堂居住。,,,
187,枫林雅都精装两房 满五唯一 两房朝南 采光好,85万,11836,钟楼区北港,枫林雅都,2室1厅1厨1卫,低楼层 (共18层),71.82㎡,平层,57.9㎡,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-11-13,商品房,2017-12-14,普通住宅,暂无数据,共有,有抵押 45万元 建行 客户偿还,已上传房本照片,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,户型 朝南舒适，全天采光。房型方正视野好。干湿分离 格局分明,成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切生活所需,,042455064965,满五唯一 低总价 精装修 两房朝南 采光好,,,,,,,,,
188,业主诚心卖 青枫公园旁 精装两房,116万,13467,钟楼区北港,景瑞英郡花苑,2室1厅1厨1卫,低楼层 (共32层),86.14㎡,平层,67.9㎡,暂无数据,南,未知结构,精装,两梯四户,有,暂无数据,2023-11-07,商品房,2014-07-09,普通住宅,暂无数据,共有,有抵押 10,已上传房本照片,地铁口 景瑞英郡 两房 视野采光好小区环境优美，舒适安静，,小区位于星港路与玫瑰路交叉处小区有8栋高层和别墅组成自带物业管理完善口碑佳放心入住,景瑞英郡 两房 视野采光好小区环境优美，舒适安静， 商品房朝南户型全天采光日照充足晾晒区在卧室保护隐私明厨明卫,小区北门大型公交车站出门500米2号地铁站青枫公园站两个红绿灯可达龙江路高架去南到北方便快捷,,,,,,,,,,,
189,户型楼层好 精装全配 临地铁青枫公园宝龙广场天街,99万,12359,钟楼区北港,御源林城西区,2室2厅1厨1卫,高楼层 (共15层),80.11㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-11-02,商品房,2016-03-29,普通住宅,暂无数据,共有,无抵押,已上传房本照片,青枫公园 客厅宽敞舒适，使用率高 ，朝南户型，满五唯一,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,户型 朝南舒适，全天采光。房型方正视野好。干湿分离 格局分明,成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切生活所需,,,,,,,,,,,
190,梧桐香郡西区 满五唯一  精装两房 高楼层,109万,12995,钟楼区北港,梧桐香郡花园西区,2室2厅1厨1卫,高楼层 (共26层),83.88㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-06,商品房,2017-12-07,普通住宅,满五年,共有,有抵押 10万元,已上传房本照片,楼层好，采光充足，配套齐全，两室两厅一厨一卫。客厅带阳台。明亮舒适,,1契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2增值税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五唯一免个人所得税,,042402299249,满五唯一省个税，精装两房，高楼层,,成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切生活所需,,,,,,,
191,青枫公园 河枫御景花苑精装修3房，小高楼采光好,195万,17073,钟楼区北港,河枫御景花苑,3室2厅1厨2卫,高楼层 (共27层),114.22㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-06-02,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,此房户型方正 三室两厅一厨两卫 高楼层 采光充足 配套完善,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
