,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,查询房管备案记录,核心卖点,小区介绍,税费解析,交通出行,户型介绍,周边配套,售房详情,权属抵押,适宜人群,装修描述,别墅类型,用水类型,用电类型,燃气价格
542,世纪明珠园多层三居户型方正视野开阔出入方便,300万,24290,钟楼区南大街,世纪明珠园,3室2厅1厨1卫,高楼层 (共6层),123.51㎡,错层,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,无,暂无数据,2022-04-21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,"1.房子方正户型公摊少
2.三开间朝南，采光充裕
3.非顶层居住舒适","世纪明珠园位于兰园东侧，和南大街、莱蒙都会仅隔一座广化桥
九洲新世界购物、娱乐很便捷，吾悦国际也一河之隔。",,,,,,"贷款抵押：房子无贷款无抵押，产权清晰，无纠纷。
业主诚售，看房方便提前预约经纪人即可。",,"目前装修比较一般，建议重新装修
户型方正，无拐角影响方便摆放家具",,,,
543,此房满五，精装大平层，楼层佳，采光好，地理位置独特,405万,24252,钟楼区南大街,鹏欣丽都,4室2厅1厨2卫,高楼层 (共32层),167㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-10-18,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,此房满五，精装大平层，楼层佳，采光好，地理位置独特,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,三套房3%。2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",出门多路公交：1路、3路、12路、24路、31路、52路、258路、310路、328路,,鹏欣丽都鼎立于怀德成熟生活区，繁华交汇璀璨绽放。将生活、工作、购物、娱乐、休闲等集中考量，使生活、休闲、工作、健康“四位一体”，老年人的安逸、小孩子的教育、中年人的缤纷生活，生态人居的价值全面提升。,,,,,,,,
544,丽景花园 电梯房 前面无遮挡 采光好 拎包即住,508万,33203,天宁区南大街,丽景花园,4室2厅1厨2卫,中楼层 (共10层),153㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2020-12-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,丽景花园 电梯房 前面无遮挡 采光好 拎包即住,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",精装，基本设施齐全，购房后就可出租，采光好，出行方便，轻轨2号线,,,,"此房产权清晰，无抵押，房源真实，看房方便，过户全程陪同,款清交房",,,,,,
545,此房户型方正，三房朝南，采光好，生活设施齐全,380万,37255,天宁区南大街,中山苑,3室1厅1厨1卫,高楼层 (共6层),102㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,暂无数据,无,暂无数据,2021-09-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房户型方正，三房朝南，采光好，生活设施齐全,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,楼层佳，三房一厅一卫，两个大房间朝南，采光好，无遮挡，闹中取静,地铁一号线就在门口，离火车站步行比较近，家门口有个中山门菜场，工商银行，酒店，一应俱全,,,,,,,,
546,名俊家园，中低楼层，采光好，看房方便,280万,23141,钟楼区南大街,名骏家园,3室2厅1厨1卫,低楼层 (共33层),121㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,2021-06-07,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元 业主自还,未上传房本照片,,,楼层好，采光佳，户型方正，看房方便,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
547,嘉宏盛世户型方正，房东诚心出售，价格好谈。,410万,36621,钟楼区南大街,嘉宏盛世,3室2厅1厨1卫,高楼层 (共33层),111.96㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2020-07-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房户型格局好，楼层好、视野宽阔、采光充足、配套设施齐全..,建筑年代：2009年建成开 发 商：常州嘉宏房地产开发有限公司建筑结构：钢筋混凝土、砖混建筑类型：塔楼建筑面积：280000平方米占地面积：58870平方米物业公司：香港德恒行物 业 费：1.15元/平米·月附加信息：物业费1.15元/平..,,6路、2路、20路、33路经过 嘉宏盛世本身配套商 业，集购物、娱乐、餐饮、休闲于一身：中国银行嘉宏盛世支行、中国建行嘉宏盛世支行、蔚蓝卡地亚私人名流会所、美丽莎时尚广场、南京知音琴行、艾都婚纱、民族鱼舫、顺旺基。,,沿街商铺、金鹰国际购物中 心、易买得*市医院：中医院南院邮局：浦前邮政支局银行：中国银行同济花园分理处、工商银行其他：张太雷故居、人民公园,,,,,,,,
548,项家花苑通透敞亮3居京城豪苑东侧中层开阔户型,488万,35883,天宁区南大街,项家花苑,3室2厅1厨2卫,中楼层 (共5层),136㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-09-30,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,"开阔三居两厅两卫，
卧室全南，阳面无遮挡",,,,"户型方正，三卧室朝南 
客厅方正，无拐角浪费
宽阔双阳台，四季采光",,,,"客户喜欢低密度安静的群体
对卧室采光要求较高的群体
喜欢早上醒来沐浴在阳光里",,,,,
549,房屋楼层好，日照采光充足，三个大房间，看房方便。,370万,25777,钟楼区南大街,嘉宏盛世,5室2厅1厨2卫,中楼层 (共33层),143.54㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-03-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,房屋楼层好，日照采光充足，东边户，三个大房间，看房方便。,小区环境优美，配套齐全，居民素质高，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场……,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%。,,,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,
550,解小 二十四中 武清北路5号小区 精装四房,390万,25361,天宁区南大街,武青北路5号,4室2厅1厨2卫,中楼层 (共7层),153.78㎡,平层,暂无数据,塔楼,南,钢混结构,精装,暂无数据,无,暂无数据,2020-08-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,户型方正，楼层好，视野开阔，采光充足，配套设施全，交通便,,"首套：90㎡及以内为1%契税，90㎡以上为1.5%契税 二套房：90㎡以下为1%契税，90㎡以上为2%契税； 三套房：皆为3%契税 
个税：满五唯一免征个税，如不满5年的则征收1%或差额的20%",,,,,,"1.适龄儿童读书用；
2.一家三代居住；
3.夫妻三口人居住。",,,,,
551,八角井西滩一号 3室2厅 南,165万,17188,钟楼区南大街,八角井西滩一号,3室2厅1厨1卫,高楼层 (共7层),96㎡,平层,暂无数据,暂无数据,南,混合结构,简装,暂无数据,暂无数据,暂无数据,2020-06-22,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 40万元 银行 业主自还,未上传房本照片,,,,,,,,,,,,,,,,
552,此房满五年 格局好 视野开阔 配套设施齐全 交通便利,450万,44555,天宁区南大街,县学街87号,3室1厅1厨1卫,低楼层 (共6层),101㎡,平层,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2020-08-05,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房满五年 格局好 视野开阔 采光充足 配套设施齐全 交通便利,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈。,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
553,楼层好，采光佳，户型方正，看房方便~,450万,29031,天宁区南大街,金谷庄园,3室2厅1厨2卫,低楼层 (共6层),155.01㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2021-04-01,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,楼层好，采光佳，户型方正，看房方便~,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
554,房东诚心出售  精装修  楼层佳  采光全天,1090万,40371,天宁区南大街,巨凝金水岸,4室2厅1厨3卫,高楼层 (共29层),270㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2021-11-06,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,楼层好，采光好，户型方正，看房方便,,"税费解析：税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%：",,,,售房详情：业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同，没有抵押,,,,,,
555,市中芯 精装4房2卫 运河畔 环境美 觅渡桥,380万,24633,钟楼区南大街,鹏欣丽都,4室2厅1厨2卫,高楼层 (共32层),154.27㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2021-08-30,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,精装保养好 地铁线 繁华地段 配套成熟 资源优异,小区环境优美，位于南大街成熟生活区，繁华交汇，璀璨绽放。将生活、工作、购物、娱乐、休闲等集中考量，使生活、休闲、工作、健康“四位一体”，老年人的安逸、小孩子的教育、中年人的缤纷生活，生态人居的价值全面提升。,此房房所需交的税：1、满5年，无增值税。2、契税首套1.5%，二套2%，三套3% 3、个税1%,,,,,此房无贷款，无抵押，无查封，产权清晰，可以立即过户。房东诚心出售，欢迎找我带看,,,,,,
556,银苑小区 西上园旁 采光充足 带阁楼,200万,20577,钟楼区南大街,银苑小区,2室2厅1厨1卫,高楼层 (共7层),97.2㎡,复式,暂无数据,板塔结合,南 北,钢混结构,简装,暂无数据,无,暂无数据,2021-04-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,银苑小区 西上园旁 采光充足  带阁楼,,"1、	契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",小区地处市区交通便利：门口有公交站台BRT 24路 31路等 1公里内有火车站 ，汽车站，,,"公园：小区自带一个青山公园 ,2公里内有红梅公园 菜场：西新桥公寓菜场 ，锦绣菜场，",,,,,,,,
