,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,套内面积,房屋朝向,建筑结构,装修情况,别墅类型,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,售房详情,税费解析,权属抵押,户型结构,建筑类型,梯户比例,配备电梯,小区介绍,周边配套,房源核验码,查询房管备案记录,装修描述,交通出行,适宜人群
91,虹亚亲亲家园，城西的梦想居住地，静待有缘人,152.8万,12629,金坛区西城街道,虹亚亲亲家园,3室2厅1厨2卫,低楼层 (共18层),121㎡,暂无数据,南,钢混结构,精装,,暂无数据,2023-08-14,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好",,"主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子 有钥匙 随时看房","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1","此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",平层,板塔结合,两梯四户,有,,,,,,,
92,"此房格局好,南北通风户型,全天采光,户型方正视野好",79.8万,6354,金坛区西城街道,金溪新村,3室2厅1厨1卫,中楼层 (共5层),125.6㎡,暂无数据,南,砖混结构,精装,,暂无数据,2021-06-12,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%。","此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",平层,塔楼,暂无数据,暂无数据,,,,,,,
93,茅山颐园2-2-1-2 93.00m²一层合院边户,390万,41936,金坛区西城街道,茅山颐园,2室2厅1厨2卫,低楼层 (共1层),93㎡,暂无数据,南,未知结构,精装,,暂无数据,2021-10-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,茅山颐园一层联排合院，边户，优质道文化养心养身资源。,,"业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈。","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,平层,暂无数据,暂无数据,暂无数据,封闭式小区，中式古典建筑风格，环境优美，营造了人与自然和谐相融的居住环境，。,,,,,,
94,春风二村3-2-1-1 118.30m² 66.8 万,60.8万,5140,金坛区西城街道,春风二村,3室2厅1厨1卫,高楼层 (共6层),118.3㎡,暂无数据,南,砖混结构,简装,,暂无数据,2023-08-10,商品房,2023-09-21,普通住宅,未满两年,共有,无抵押,已上传房本照片,春风二村 106平 3室2厅1卫 高楼层 采光好 单价低 配套好,,,"套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5年成交价的1%。",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,平层,塔楼,暂无数据,暂无数据,,小区大门前面有公园，晚上可以去运动。离公共车站近。小区西边有大型购物广场，购物方便。,,,,,
95,茅山颐园4-2-1-2 137.60m,530万,36540,金坛区西城街道,茅山颐园,4室2厅1厨2卫,低楼层 (共1层),145.05㎡,暂无数据,南,未知结构,精装,,暂无数据,2021-06-23,商品房,暂无数据,四合院,暂无数据,共有,有抵押 业主自还,未上传房本照片,此房中式四合院结构前有庭院后有花园，开发商精装交付未住过。,"房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈。","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,平层,暂无数据,暂无数据,暂无数据,,,,,,,
96,春风三村5-3-1-3 142.00m² 多层顶复,78万,5493,金坛区西城街道,春风三村,5室3厅1厨3卫,高楼层 (共6层),142㎡,暂无数据,南,砖混结构,简装,,暂无数据,2022-03-11,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房为多层顶楼复式，实用面积大，阁楼面积不在产证内，。,,业主诚心售房，证件齐全，随时恭候，欢迎看房，可全款可贷款，。,首套房90平方以下成交价的1%，90平方以上1.5%； 二套房90平方以下1%，90平方以上2%； 三套房及以上不论大小3%； 增值税：产证满二年免收增值税，未满二年征收5.3%； 个税：产证满五年且是唯一住房免个税，未满五年成交价的1%,些房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,复式,塔楼,暂无数据,暂无数据,,,,,,,
97,山湖城花园湖畔小院3-2-1-3 157.00m²,338万,21529,金坛区西城街道,山湖城花园湖畔小院,3室2厅1厨3卫,低楼层 (共2层),157㎡,暂无数据,南 北,未知结构,精装,暂无数据,暂无数据,2022-01-24,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,茅山旅游度假胜地，雅居乐山湖城联排别墅1~2层，内有院子,"房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈。","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,,,,,,,,,,,
98,茅山颐园5-2-1-3 143.00m²,499万,34896,金坛区西城街道,茅山颐园,5室2厅1厨3卫,低楼层 (共2层),143㎡,暂无数据,南 北,未知结构,精装,暂无数据,暂无数据,2022-03-20,商品房,暂无数据,别墅,暂无数据,共有,有抵押 180万元 建设银行,未上传房本照片,茅山旅游度假胜地，茅山颐园别墅1~2层，内有院子,"房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子可以跟业主进一步交流","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,,,,,,,,,,,
99,美地蓝庭 三室两卫 毛坯房 一楼带院子户型方正采光好,98万,7677,金坛区西城街道,美地蓝庭,3室1厅1厨2卫,低楼层 (共6层),127.66㎡,暂无数据,南 北,框架结构,毛坯,,暂无数据,2022-11-15,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 12万元,未上传房本照片,"此房格局好,全天采光,户型方正视野好，交通便利.一楼带院子","房子格局好,全天采光,户型方正视野好,明厨明卫。三室两厅一厨两卫",现在业主诚心出售房子，证件齐全，看房需提起前预约，随时可签！,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5年成交价的1%",,平层,平房,暂无数据,无,,,,,,,
100,"此房格局好,南北通风户型,全天采光,户型方正视野好",125万,7406,金坛区西城街道,春草塘,3室2厅1厨2卫,中楼层 (共5层),168.8㎡,暂无数据,南,未知结构,精装,,暂无数据,2021-06-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%。","此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",平层,暂无数据,暂无数据,暂无数据,,,,,,,
101,颐和世家电梯8楼好房等你来约看,87.8万,10315,金坛区西城街道,颐和世家,2室2厅1厨1卫,中楼层 (共16层),85.12㎡,暂无数据,南,框架结构,精装,,暂无数据,2022-12-11,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"：
此房 格局好 南北通风户型 精装修 电梯房 视野开阔 采光充足.",,,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,平层,板塔结合,两梯四户,有,颐和世家小区环境优美，楼间距大，采光不错，居住设施健全成熟，小区有南门和北门之分，大门口就有公交车车站，出行很便利。,,,,"房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫",,
102,春风二村3-2-1-1 111.39m² 70 万,63.8万,5728,金坛区西城街道,春风二村,3室2厅1厨1卫,中楼层 (共5层),111.39㎡,暂无数据,南 北,未知结构,精装,,暂无数据,2021-12-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,楼层好 南北通风户型,全天采光,户型方正视野好",,,契税：首套房90平以下 1%，90平以上 1.5%。二套房90平以下1%，90平以上2%。三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免。,"此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",平层,暂无数据,暂无数据,暂无数据,,房子的小区大门旁边有公共电助力车，小区大门旁边有公共车站。打滴滴也比较方便滴。,,,,,
103,颐和世家一楼东边户，精装，房东不是急售，价格合适。,128万,9276,金坛区西城街道,颐和世家,3室2厅1厨2卫,低楼层 (共16层),138㎡,暂无数据,南,钢混结构,精装,,暂无数据,2023-09-08,商品房,2023-12-03,普通住宅,未满两年,非共有,无抵押,已上传房本照片,此房满五唯一，南北通风，房屋格局好，房东装修很用心,,,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%","此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同。",平层,板楼,两梯三户,有,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 ，商场， 美食等 人文素养好。,,,,,,
104,"颐和世家 格局好,南北通风户型,全天采光,户型方正",129.8万,9014,金坛区西城街道,颐和世家,3室2厅1厨2卫,高楼层 (共16层),144㎡,暂无数据,南 北,框架结构,精装,,暂无数据,2023-05-14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,"格局好,南北通风户型,全天采光,户型方正，视野好。",,,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%","此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同。",平层,塔楼,一梯两户,有,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 ，商场， 美食等 人文素养好。,,,,,,
105,东湖根园6-2-1-4 439.00m²,1280万,29158,金坛区西城街道,东湖根园,6室2厅1厨4卫,低楼层 (共2层),439㎡,暂无数据,东南,未知结构,毛坯,暂无数据,暂无数据,2021-11-18,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,此房是二层别墅，院子有鱼池、亭子、走廊，还带大露台，视野好,,,,,,,,,,地处茅山景区，旅游景点丰富，花谷奇缘、东方盐湖城、金沙湾高尔夫球场,,,此房毛坯空置，利用空间大，有院子大露台，可以根据自己的喜好设计装修,高速、快速路，去往常州、南京都很方便，三大机场，沿江高铁站在修,
106,常州市金坛区西城街道金桂美芦电梯8楼,94.8万,8461,金坛区西城街道,金桂美庐,3室2厅1厨1卫,高楼层 (共9层),112.05㎡,暂无数据,南,框架结构,精装,,暂无数据,2022-06-10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,全天采光,户型方正视野好，交通便利.","房子格局好,全天采光,户型方正视野好,明厨明卫。三室二厅一厨一卫",现在业主诚心出售房子，证件齐全，看房需提起前预约，随时可签！,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5年成交价的1%。",,平层,板塔结合,一梯两户,有,,,,,,,
107,望华新村2-1-1-1 70.00m² 62 万,53万,7572,金坛区西城街道,望华新村,2室1厅1厨1卫,低楼层 (共4层),70㎡,暂无数据,东南,未知结构,简装,,暂无数据,2021-12-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫",现业主诚心出售，证件齐全，看房需提起前预约，随时可签！价格可谈！,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5年成交价的1%。",,平层,暂无数据,暂无数据,暂无数据,,,,,,,
