,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,交通出行,户型介绍,房源核验码,查询房管备案记录,适宜人群,装修描述,周边配套,小区介绍,权属抵押,用水类型,用电类型,燃气价格,别墅类型
158,高铁新城 晶耀花苑 楼层好 户型好 精装修 随时可看,169万,17504,新北区新桥,牡丹蓝光晶曜,3室2厅1厨2卫,高楼层 (共26层),96.55㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-05-11,商品房,2023-04-03,普通住宅,未满两年,非共有,有抵押 130万元 商业银行 业主自还,已上传房本照片,此房楼层好 户型好 精装修 随时可看,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透,,,,此房开发商精装修 为居住节约成本和装修时间，北房间可自己装修喜欢风格,,,,,,,
159,高铁新城，碧玥和鸣，楼栋位置好，采光刺眼,300万,20837,新北区新桥,碧桂园光明·碧玥和鸣,4室2厅1厨2卫,中楼层 (共15层),143.98㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-09-19,商品房,2022-11-15,普通住宅,未满两年,非共有,无抵押,已上传房本照片,全明户型，南北通空间，惬意悠享假日生活；方正通透,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,,优雅观景卧室，让阳光与清风轻松入户，给诗意生活更添无限情趣；夕阳与晨曦在枕间悄然停落；让阳光筑慵懒小巢卫浴。,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受。 论一位经纪人的自我修养，此房源值得推荐。,,,,,,,,
160,新北 高铁新城 新桥 宜居三房 配套成熟,99万,5656,新北区新桥,腾龙苑东区,4室2厅1厨1卫,高楼层 (共5层),175.06㎡,复式,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,无,暂无数据,2020-07-11,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房通透明亮，格局*好，房间采光无遮挡,,契税：首套房成交价的1.5%，二套房成交价的2%，三套房成交价的3%。 增值税：满2年免征，不满2年成交额征收5.6%。 个税：不满5年征收1,公交地铁一应俱全 B13 近临地铁 高铁长江北路 通江中路出行很方便,,,,,,常州市新桥、北郊，常高技，旅游贸易学院商场， 苏杭*市，新龙名都*市，乐购，新桥医院 ， 第四人民医院，邮局，中国邮政银行，中国农业银行，江南农村银行,,,,,,
161,高铁新城，弘阳上坤云峯，中高楼层，采光刺眼,162万,16316,新北区新桥,弘阳上坤云峯,3室2厅1厨1卫,高楼层 (共33层),99.29㎡,平层,暂无数据,暂无数据,南 北,未知结构,简装,暂无数据,暂无数据,暂无数据,2023-09-24,商品房,2023-05-10,普通住宅,未满两年,非共有,有抵押,已上传房本照片,高铁新城，全明户型，视野宽阔 采光充足 交通便利,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。开发商精装修交付 品质好,,,,,,,,
162,凤凰名城 纯毛坯  两房 随时可看,128.5万,15427,新北区新桥,凤凰名城,2室1厅1厨1卫,高楼层 (共30层),83.3㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2021-06-05,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房满二，南北通、三面采光、全方位景观. 看房方便,业主家里人多 想住在一起 置换大房子因此诚心出售！！！此房一直自住精装修比较爱护珍惜 期待有缘人！！！,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,,,,纯商品房社区，比较适合在附 近上班而且对生活质量要求比较高的一类人群，因为这个小区是纯住宅，租金比较高，都是自住，管理比较好，小区的安保完善,,,,,,,,
163,碧桂园壹号天禧，三房两卫采光充足,168万,14141,新北区新桥,碧桂园壹号天禧,3室2厅1厨2卫,低楼层 (共20层),118.81㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-06-25,商品房,2023-04-14,普通住宅,未满两年,非共有,无抵押,已上传房本照片,户型方正通透，生活配套齐全，近地铁交通便利,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,,优雅观景卧室，让阳光与清风轻松入户，给诗意生活更添无限情趣；夕阳与晨曦在枕间悄然停落；让阳光筑慵懒小巢卫浴。,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受。 论一位经纪人的自我修养，此房源值得推荐。,,,,,,,,
164,高铁新城，蓝光晶曜花园，业主诚售，看中可谈,163万,16767,新北区新桥,牡丹蓝光晶曜,3室2厅1厨2卫,低楼层 (共26层),97.22㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-09-13,商品房,2023-04-03,普通住宅,未满两年,非共有,无抵押,已上传房本照片,小区环境优美，南北通格局，户型方正采光好,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主 家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受。 论一位经纪人的自我修养，此房源值得推荐。,,,,,,,,
165,碧桂园壹号天禧  精装小三房   诚心出售价格可谈,152万,15995,新北区新桥,碧桂园壹号天禧,3室2厅1厨1卫,高楼层 (共20层),95.03㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯六户,有,暂无数据,2022-07-14,商品房,2022-07-14,普通住宅,未满两年,非共有,有抵押 115万元,已上传房本照片,全能三房，通透中间户，同享边户通风采光，小创新大舒适。,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,,优雅观景卧室，让阳光与清风轻松入户，给诗意生活更添无限情趣；夕阳与晨曦在枕间悄然停落；让阳光筑慵懒小巢卫浴。,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受,,,,,,,,
166,地铁口 北郊陪读房 精装三房 四季恒温,145万,15241,新北区新桥,碧桂园壹号天禧,3室2厅1厨1卫,低楼层 (共20层),95.14㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯六户,有,暂无数据,2022-04-09,商品房,2022-04-09,普通住宅,未满两年,非共有,有抵押 100万元 工商银行 业主自还,已上传房本照片,通透户型 高层 视野宽阔 采光佳 交通便利,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感，忍痛挂牌，业主家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务..,量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 ..,地铁一号线北郊站出门即达，公交BRT一应俱全 辽河路、华山路、长江路沪宁高速通达全城，高铁北站分秒即乘。,,,,发现生活温度，适合刚需、改善、婚房等需求，即买入住即享受。 论一位经纪人的自我修养，此房源值得推荐,,,,,,,,
167,高铁新城   视野宽阔  配套设施齐全  交通便利,183万,19264,新北区新桥,碧桂园壹号天禧,3室2厅1厨1卫,中楼层 (共20层),95㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯六户,有,暂无数据,2022-11-08,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 100万元,未上传房本照片,高铁新城  楼层好  视野宽阔  配套设施齐全  交通便利,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，我是贝壳找房德佑地产腾龙苑店经纪人，房屋买卖交易问题可以随时致电垂询。竭诚为您服务,"存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购
房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。
二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税
均按照3%收取。",,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。论一位经纪人的自我修养，此房源值得推荐。,,,,,,,,
168,全明户型，南北通空间，惬意悠享假日生活；方正通透,96万,11638,新北区新桥,凤凰名城,2室2厅1厨1卫,低楼层 (共8层),82.49㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯两户,有,暂无数据,2021-05-04,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,全明户型，南北通空间，惬意悠享假日生活；方正通透,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，我是贝壳找房德佑地产凤凰名城店经纪人，房屋买卖交易问题可以随时致电垂询。竭诚为您服务。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。 论一位经纪人的自我修养，此房源值得推荐。,,,,,,,,
169,碧桂园壹号天禧 4室2厅 南 北,235万,17055,新北区新桥,碧桂园壹号天禧,4室2厅1厨2卫,高楼层 (共17层),137.79㎡,平层,108.21㎡,板楼,南 北,框架结构,精装,暂无数据,暂无数据,暂无数据,2023-02-28,商品房,2022-12-29,普通住宅,未满两年,非共有,有抵押 171万元 业主自还,已上传房本照片,,,,,,,,,,,,,,,,
170,包增值税 弘阳云峯 楼层好 户型好 精装修 拎包入住,225万,17723,新北区新桥,弘阳上坤云峯,4室2厅1厨2卫,高楼层 (共33层),126.96㎡,平层,98.26㎡,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-02-25,商品房,2022-07-01,普通住宅,未满两年,共有,有抵押 150万元 招商银行 金融公司垫资,已上传房本照片,此房包增值税 楼层好 户型好 业主已经装修好 可以拎包入住,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务。,存量房需要缴纳个人所得税1%。契税若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。不满两年需缴纳5.3%增值税,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透 没有浪费面积 功能实用,,,,,,,,,,,
171,地铁口，精装修，自住房，北郊旁,140万,13334,新北区新桥,腾龙苑西区,3室1厅1厨1卫,低楼层 (共11层),105㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2021-07-09,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 35万元 邮政储蓄 业主自还,未上传房本照片,采光充足 ，视野开阔 ，配套齐全， 交通便利,业主，诚心置换故此出售，夹杂着丰富的个人情感，忍痛割爱，等待有缘人接盘.,存量房需要缴纳个人所得税1%。 契税（看买方名下房屋套数决定费率），若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。 90㎡以上契税收取：1.5%。 二套房90㎡及以下任收取：1%， 若90㎡以上将收取2%。 三套房不论面积大小契税均按照3%收取.,西门绿色出行共享单车，公交站台，南门口就是地铁1号站点，往西3公里是龙城大道高架，常州北站1.5公里，五唯一体交通，出行方便。,,,,,,亲和力爆棚的教育：小区自带幼儿园，西临常州市北郊，常州技师学院、旅游贸易学院。 商场：小区门口就是综合市场，西临新桥广场，华润万家，苏杭时代购物广场，3公里到环球港山姆 医院：新桥医院 ， 第四人民医院 银行：邮政银行，江苏银行，建设银.,,,,,,
